student_name,course_year,student_note,academic_score,anatomy_score,physiology_score,surgery_interest,cardiology_interest,neurology_interest,ent_interest,manual_dexterity,stress_tolerance,empathy,analytical_thinking,communication_skill,research_orientation,night_shift_readiness,cardiovascular_endurance,auditory_attention,precision_focus,predicted_specialty_key,predicted_specialty,confidence
Ольга Демина #3960,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,87,90,73,2,3,3,9,9,6,7,7,9,5,4,2,8,8,otolaryngology,Отоларинголог,0.5896
Мария Тихонова #3961,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,87,87,81,5,2,5,7,7,4,10,8,9,2,3,5,10,8,otolaryngology,Отоларинголог,0.5256
Георгий Савельев #3962,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,84,94,85,8,5,6,3,7,10,6,8,6,5,7,7,2,10,surgery,Хирург,0.4503
Михаил Соколов #3963,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,87,94,88,7,6,2,3,7,7,3,6,8,3,9,7,2,8,surgery,Хирург,0.5321
Софья Романова #3964,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,93,76,91,6,9,5,4,8,8,10,7,8,6,7,8,6,6,cardiology,Кардиолог,0.4293
Дмитрий Орлов #3965,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,88,80,100,4,9,9,1,7,8,6,9,9,9,5,7,4,8,neurology,Невролог,0.4228
Виктор Лебедев #3966,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,94,73,86,1,7,10,2,6,6,8,9,6,7,6,6,4,10,neurology,Невролог,0.5425
Никита Жуков #3967,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,94,74,88,2,5,9,4,7,6,7,10,7,10,7,6,6,7,neurology,Невролог,0.5256
Анна Котова #3968,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,93,92,77,7,7,5,2,7,9,7,6,4,3,8,10,7,8,surgery,Хирург,0.4838
Мария Тихонова #3969,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,83,81,82,3,6,6,7,7,6,9,5,7,5,3,3,9,8,otolaryngology,Отоларинголог,0.4772
Павел Громов #3970,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,85,88,83,8,7,3,3,7,9,7,6,5,6,8,9,2,10,surgery,Хирург,0.4968
Кирилл Федоров #3971,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,83,88,87,6,6,3,9,6,9,7,5,10,6,7,8,10,6,otolaryngology,Отоларинголог,0.437
Павел Громов #3972,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,84,96,84,10,3,5,3,7,7,5,7,5,6,7,9,2,10,surgery,Хирург,0.578
Ирина Белова #3973,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,87,82,78,3,2,3,8,10,7,9,8,9,3,5,6,10,9,otolaryngology,Отоларинголог,0.5756
Павел Громов #3974,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,89,94,81,7,3,3,1,7,9,7,7,4,4,8,6,4,9,surgery,Хирург,0.5196
Никита Жуков #3975,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,90,79,89,1,6,8,3,4,5,5,8,6,7,7,3,6,7,neurology,Невролог,0.4792
Елена Смирнова #3976,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,90,78,95,3,6,9,4,8,5,9,10,6,10,7,6,4,7,neurology,Невролог,0.5183
Мария Тихонова #3977,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,88,83,81,1,3,6,8,7,8,8,8,8,4,3,7,8,9,otolaryngology,Отоларинголог,0.4389
Анна Котова #3978,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,90,94,85,10,6,5,1,7,10,6,6,5,3,10,7,6,10,surgery,Хирург,0.6277
Виктор Лебедев #3979,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,86,73,86,5,3,8,2,5,5,9,10,8,8,6,7,8,7,neurology,Невролог,0.4895
Дмитрий Орлов #3980,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,96,81,84,5,8,6,1,7,9,8,9,7,5,7,9,5,7,cardiology,Кардиолог,0.4171
Анна Котова #3981,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,90,96,85,7,6,4,1,9,8,7,6,5,7,10,7,4,9,surgery,Хирург,0.522
Софья Романова #3982,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,87,78,89,4,10,7,5,6,7,7,9,7,5,9,8,5,8,cardiology,Кардиолог,0.4119
Татьяна Максимова #3983,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,91,81,91,5,8,9,1,7,7,7,10,7,7,4,5,7,6,neurology,Невролог,0.4259
Михаил Соколов #3984,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,92,92,91,8,5,6,1,8,10,3,8,6,2,10,9,5,10,surgery,Хирург,0.6154
Дмитрий Орлов #3985,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,95,80,85,6,10,8,3,8,8,10,7,9,6,7,9,3,8,cardiology,Кардиолог,0.4182
Кирилл Федоров #3986,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,82,83,86,4,4,3,9,8,6,8,9,9,4,4,7,10,7,otolaryngology,Отоларинголог,0.5145
Виктор Лебедев #3987,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,92,79,88,4,7,8,2,5,6,7,8,5,7,3,6,5,10,neurology,Невролог,0.4592
Ирина Белова #3988,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,84,93,76,4,4,7,8,10,5,6,7,10,4,6,5,8,9,otolaryngology,Отоларинголог,0.476
Татьяна Максимова #3989,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,95,77,91,3,9,7,2,5,7,9,10,10,7,4,7,7,8,cardiology,Кардиолог,0.4515
Кирилл Федоров #3990,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,89,84,82,5,6,7,10,6,7,9,6,9,4,8,7,9,8,otolaryngology,Отоларинголог,0.4591
Ирина Белова #3991,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,82,89,88,5,2,3,8,8,6,8,9,9,6,8,4,10,10,otolaryngology,Отоларинголог,0.5024
Татьяна Максимова #3992,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,91,85,85,5,8,8,3,7,6,8,7,10,9,5,7,5,6,cardiology,Кардиолог,0.3676
Татьяна Максимова #3993,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,94,87,90,4,10,9,3,8,8,10,10,7,9,6,7,4,9,neurology,Невролог,0.4164
Ирина Белова #3994,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,82,86,83,4,4,7,8,10,7,10,8,8,5,8,3,8,6,otolaryngology,Отоларинголог,0.4351
Софья Романова #3995,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,94,87,85,6,9,8,4,8,6,7,10,10,7,5,10,7,6,cardiology,Кардиолог,0.42
Алина Назарова #3996,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,94,82,89,6,8,5,2,8,9,10,7,9,6,6,9,6,10,cardiology,Кардиолог,0.3643
Ольга Демина #3997,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,83,80,84,5,3,6,7,7,6,10,6,10,3,7,2,9,8,otolaryngology,Отоларинголог,0.5061
Татьяна Максимова #3998,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,90,87,94,3,10,10,2,5,6,9,10,7,8,7,5,5,10,neurology,Невролог,0.5096
Софья Романова #3999,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,88,85,95,4,10,9,3,8,8,10,8,8,7,5,8,6,8,cardiology,Кардиолог,0.4065
Татьяна Максимова #4000,3,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,95,84,95,2,8,8,0,6,8,10,9,7,8,5,9,3,10,neurology,Невролог,0.4273
Павел Громов #4001,4,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,83,93,83,10,4,2,2,8,9,6,5,4,4,10,7,2,8,surgery,Хирург,0.7039
Елена Смирнова #4002,6,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,94,77,99,4,8,9,5,6,5,9,10,5,9,5,5,5,7,neurology,Невролог,0.4952
Михаил Соколов #4003,5,Синтетически сгенерированный профиль для учебной DevOps-демонстрации.,84,92,86,8,4,5,2,9,10,3,6,4,2,7,7,4,7,surgery,Хирург,0.6245
